"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"web-app","clubs.websiteInvalid","That doesn't look like a valid web address — check it and try again.","","","",""
"web-app","report.reasonLabel","Reason","Årsak","","",""
"web-app","report.detailPlaceholder","Anything else we should know? (optional)","Noe annet vi bør vite? (valgfritt)","","",""
"web-app","report.send","Send","Send","","",""
"web-app","report.venue.privateResidence","This is a home or private address","Dette er en bolig eller en privatadresse","","",""
"web-app","report.venue.notAVenue","Not a real pool venue","Ikke en ekte biljardklubb","","",""
"web-app","report.venue.closedOrWrong","Closed, or wrong details","Stengt, eller feil opplysninger","","",""
"web-app","report.venue.other","Something else","Noe annet","","",""
"web-app","report.reportPlayer","Report player","Rapporter spiller","","",""
"web-app","report.blockPlayer","Block player","Blokker spiller","","",""
"web-app","report.alsoBlock","Also block this player","Blokker denne spilleren også","","",""
"web-app","report.blockConfirm","Block {name}? You won't see each other on the map, any connection between you is removed, and any chat between you leaves your list. They won't be told they've been blocked.","Blokkere {name}? Dere ser ikke hverandre på kartet, en kontakt mellom dere fjernes, og en samtale mellom dere forsvinner fra listen din. Vedkommende får ikke beskjed.","","{name}",""
"web-app","report.playerReported","Report sent.","Rapport sendt.","","",""
"web-app","report.playerReportedBlocked","Reported and blocked.","Rapportert og blokkert.","","",""
"web-app","report.player.harassment","Harassment or abuse","Trakassering eller misbruk","","",""
"web-app","report.player.spam","Spam","Spam","","",""
"web-app","report.player.inappropriatePhoto","Inappropriate photo","Upassende bilde","","",""
"web-app","report.player.fakeProfile","Fake profile","Falsk profil","","",""
"web-app","report.player.other","Something else","Noe annet","","",""
"web-app","report.reportMessage","Report message","Rapporter melding","","",""
"web-app","report.message.harassment","Harassment or abuse","Trakassering eller misbruk","","",""
"web-app","report.message.spam","Spam","Spam","","",""
"web-app","report.message.moneyPlaySolicitation","Asking to play for money","Forslag om å spille om penger","","",""
"web-app","report.message.other","Something else","Noe annet","","",""
"web-app","report.goodFaith","I'm making this report in good faith and believe the information in it is accurate and complete.","Jeg sender denne rapporten i god tro og mener opplysningene i den er riktige og fullstendige.","","",""
"web-app","reportDecision.title","About your report","Om rapporten din","","",""
"web-app","reportDecision.actioned","We reviewed your report and acted on it under our Terms of Service.","Vi har vurdert rapporten din og handlet ut fra tjenestevilkårene våre.","","",""
"web-app","reportDecision.dismissed","We reviewed your report and didn't find a breach of our rules.","Vi har vurdert rapporten din og fant ingen brudd på reglene våre.","","",""
"web-app","moderation.noAutomation","No automated tools were used in this decision — a person reviewed it.","Ingen automatiserte verktøy ble brukt i denne avgjørelsen — et menneske har vurdert den.","","",""
"web-app","moderation.redress","If you think this is wrong, contact us at privacy@8nout.com. Your right to go to court is unaffected.","Mener du dette er feil, kontakt oss på privacy@8nout.com. Retten din til å gå til domstolene påvirkes ikke.","","",""
"web-app","tabs.chat","Chat","Chat","","",""
"web-app","chat.title","Chat","Chat","","",""
"web-app","chat.emptyTitle","No conversations yet.","Ingen samtaler ennå.","","",""
"web-app","chat.emptySteer","Start one with a connection.","Start en med en kontakt.","","",""
"web-app","chat.emptyCta","Go to Connections","Gå til Kontakter","","",""
"web-app","chat.previewYou","You: {text}","Du: {text}","","{text}",""
"web-app","chat.unreadA11y","{count} unread","{count} uleste","","{count}",""
"web-app","chat.mutedA11y","Muted","Dempet","","",""
"web-app","chat.hiddenCount","Hidden ({count})","Skjult ({count})","","{count}",""
"web-app","chat.unhide","Unhide","Vis igjen","","",""
"web-app","chat.hiddenNote","A hidden conversation comes back when a new message arrives.","En skjult samtale kommer tilbake når det kommer en ny melding.","","",""
"web-app","chat.retentionFootnote","Messages are deleted automatically 60 days after they're sent.","Meldinger slettes automatisk 60 dager etter at de ble sendt.","","",""
"web-app","chat.threadEmpty","Say hi and arrange a game.","Si hei og avtal et spill.","","",""
"web-app","chat.challengeCard","Invitation to play","Invitasjon til spill","","",""
"web-app","chat.challengeExpired","Invitation expired","Invitasjon utløpt","","",""
"web-app","chat.cardYouInvited","You invited {name}","Du inviterte {name}","","{name}",""
"web-app","chat.cardInvitedYou","{name} invited you","{name} inviterte deg","","{name}",""
"web-app","chat.cardView","View in Challenges","Se i Utfordringer","","",""
"web-app","chat.deletedPlayer","Deleted player","Slettet spiller","","",""
"web-app","chat.composePlaceholder","Write a message…","Skriv en melding…","","",""
"web-app","chat.errNotConnected","You're no longer connected — new messages can't be sent.","Dere er ikke lenger tilkoblet — nye meldinger kan ikke sendes.","","",""
"web-app","chat.errTooLong","That message is too long — the limit is 2,000 characters.","Meldingen er for lang — grensen er 2 000 tegn.","","",""
"web-app","chat.errTooFast","You're sending messages very quickly — give it a moment and try again.","Du sender meldinger veldig raskt — vent litt og prøv igjen.","","",""
"web-app","chat.errUnavailable","Messaging is unavailable right now — try again later.","Meldinger er ikke tilgjengelig akkurat nå — prøv igjen senere.","","",""
"web-app","chat.filterBlocked","This message can't be sent — it contains language that isn't allowed on 8nOut. Edit it and try again.","Denne meldingen kan ikke sendes — den inneholder språk som ikke er tillatt på 8nOut. Endre den og prøv igjen.","","",""
"web-app","chat.deleteForEveryone","Delete for everyone","Slett for alle","","",""
"web-app","chat.deleteConfirmTitle","Delete for everyone?","Slett for alle?","","",""
"web-app","chat.learnMore","Learn more","Les mer","","",""
"web-app","chat.deletedByYou","You deleted this message","Du slettet denne meldingen","","",""
"web-app","chat.deletedMessage","This message was deleted","Denne meldingen ble slettet","","",""
"web-app","chat.hide","Hide conversation","Skjul samtalen","","",""
"web-app","chat.hideBody","This hides the conversation from your list — nothing is deleted, and {name} won't notice anything. It comes back if they message you again.","Dette skjuler samtalen fra listen din — ingenting slettes, og {name} merker ingenting. Den kommer tilbake hvis {name} sender deg en ny melding.","","{name}",""
"web-app","chat.mute","Mute notifications","Demp varsler","","",""
"web-app","chat.unmute","Unmute","Opphev demping","","",""
"web-app","chat.firstNotice.heading","How chat works","Slik fungerer chatten","","",""
"web-app","chat.firstNotice.body","Chat is one-to-one, with your accepted connections only. Messages are deleted automatically 60 days after they're sent. We don't read your messages — if one is reported, a moderator can review it and the messages around it, and every such access is logged. Anything you type here — including an address — stays in the chat for up to 60 days, even if you later disconnect or block. See the Privacy Policy for details.","Chatten er én-til-én og bare med godkjente kontakter. Meldinger slettes automatisk 60 dager etter at de ble sendt. Vi leser ikke meldingene dine — blir en melding rapportert, kan en moderator se den og meldingene rundt, og hver slik tilgang loggføres. Alt du skriver her — også en adresse — blir i chatten i inntil 60 dager, selv om du senere fjerner kontakten eller blokkerer noen. Se personvernerklæringen for detaljer.","","",""
"web-app","chat.reaction.trigger","React","Reager","","",""
"web-app","chat.reaction.thumbsUp","Thumbs up","Tommel opp","","",""
"web-app","chat.reaction.thumbsDown","Thumbs down","Tommel ned","","",""
"web-app","chat.reaction.heart","Heart","Hjerte","","",""
"web-app","chat.reaction.laugh","Laughing","Leende","","",""
"web-app","chat.reaction.surprised","Surprised","Overrasket","","",""
"web-app","chat.reaction.pray","Praying hands","Foldede hender","","",""
"web-app","chat.reaction.remove","Remove reaction","Fjern reaksjon","","",""
"web-app","chat.reaction.includingYou","including you","deg inkludert","","",""
"web-app","appearance.heading","Appearance","Utseende","","",""
"web-app","appearance.system","System","System","","",""
"web-app","appearance.light","Light","Lys","","",""
"web-app","appearance.dark","Dark","Mørk","","",""
"web-app","language.heading","Language","Språk","","",""
"web-app","invite.heading","Invite a player","Inviter en spiller","","",""
"web-app","invite.body","Share your link — whoever joins is connected to you automatically.","Del lenken din — den som blir med, kobles automatisk til deg.","","",""
"web-app","invite.linkCopied","Link copied!","Lenke kopiert!","","",""
"web-app","invite.share","Share invite link","Del invitasjonslenke","","",""
"web-app","invite.shareTitle","8nOut invite","8nOut-invitasjon","","",""
"web-app","invite.shareText","Join me on 8nOut — find and connect with One Pocket players.","Bli med meg på 8nOut — finn One Pocket-spillere og koble deg til dem.","","",""
"web-app","bio.about","About you","Om deg","","",""
"web-app","bio.aboutPlaceholder","One Pocket only. Always up for a session.","Bare One Pocket. Alltid klar for en økt.","","",""
"web-app","bio.homeTown","Home town","Hjemsted","","",""
"web-app","bio.homeTownPlaceholder","e.g. Amsterdam","f.eks. Amsterdam","","",""
"web-app","bio.homeTownHint","Your town or city only — every member can see this, so skip the street address or postal code.","Bare hjemstedet ditt — alle medlemmer kan se dette, så dropp den nøyaktige adressen eller postnummeret.","","",""
"web-app","bio.country","Country","Land","","",""
"web-app","bio.countryPlaceholder","Netherlands","Nederland","","",""
"web-app","rating.label","Rating (self-reported)","Rating (egenrapportert)","","",""
"web-app","rating.placeholder","e.g. 550","f.eks. 550","","",""
"web-app","rating.fairmatchLabel","FairMatch profile URL (optional)","FairMatch-profil-URL (valgfritt)","","",""
"web-app","rating.fairmatchPlaceholder","https://fairmatch.fargorate.com/…","https://fairmatch.fargorate.com/…","","",""
"web-app","rating.errRange","Enter a rating between 0 and 900.","Skriv inn en rating mellom 0 og 900.","","",""
"web-app","rating.errHttps","Include https:// in the link.","Ta med https:// i lenken.","","",""
"web-app","connectCode.aria","My connect code","Min tilkoblingskode","","",""
"web-app","connectCode.entrySub","Show or scan to connect in person","","","",""
"web-app","connectCode.title","Connect code","Tilkoblingskode","","",""
"web-app","connectCode.myCode","My code","Min kode","","",""
"web-app","connectCode.scan","Scan","Skann","","",""
"web-app","connectCode.qrAlt","Your connect QR code","QR-koden din for tilkobling","","",""
"web-app","connectCode.caption","Have another player scan this to connect with you on 8nOut.","La en annen spiller skanne denne for å koble seg til deg på 8nOut.","","",""
